label,pred mean,pred majority,topic,entity_num_1,entity_num_2,label,pred_proba,key1,key2,doc_name_1,doc_name_2,sentence_num_1,sentence_num_2,mention 1,mention 2,sentence_text,pred,m1 pos,m1 entity types,m2 pos,m2 entity types,m1_has_PRON,m2_has_PRON,m1_has_PROPN,m2_has_PROPN,m1_is_PRON,m1_is_PROPN,m1_is_NOM,m2_is_PRON,m2_is_PROPN,m2_is_NOM
0,0,0,34,85,91,0,0.0721642896533012,34_85,34_91,34_16ecb.xml,34_16ecb.xml,0,1,Barack Obama,Obama team,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['PROPN', 'PROPN']","['PERSON', 'PERSON']","['PROPN', 'NOUN']","['ORG', '']",0,0,1,1,0,1,0,0,1,0
0,0,0,34,86,91,0,0.0008185756742022,34_86,34_91,34_16ecb.xml,34_16ecb.xml,0,1,Dr. Sanjay Gupta,Obama team,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['PROPN', 'PROPN', 'PROPN']","['', 'PERSON', 'PERSON']","['PROPN', 'NOUN']","['ORG', '']",0,0,1,1,0,1,0,0,1,0
0,0,0,34,87,91,0,0.0028910154942423,34_87,34_91,34_16ecb.xml,34_16ecb.xml,0,1,U.S. surgeon general,Obama team,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['PROPN', 'NOUN', 'NOUN']","['GPE', '', '']","['PROPN', 'NOUN']","['ORG', '']",0,0,1,1,0,1,0,0,1,0
0,0,0,34,88,91,0,0.0013358651194721,34_88,34_91,34_16ecb.xml,34_16ecb.xml,0,1,Democrat,Obama team,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,['PROPN'],['NORP'],"['PROPN', 'NOUN']","['ORG', '']",0,0,1,1,0,1,0,0,1,0
0,0,0,34,89,91,0,0.0036407627630978,34_89,34_91,34_16ecb.xml,34_16ecb.xml,0,1,on Tuesday,Obama team,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['ADP', 'PROPN']","['', 'DATE']","['PROPN', 'NOUN']","['ORG', '']",0,0,1,1,0,1,0,0,1,0
0,0,0,34,90,91,0,0.0019171569729223,34_90,34_91,34_16ecb.xml,34_16ecb.xml,1,1,Gupta,Obama team,"[' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,['PROPN'],['PERSON'],"['PROPN', 'NOUN']","['ORG', '']",0,0,1,1,0,1,0,0,1,0
0,0,0,34,85,92,0,3.065591226913966e-05,34_85,34_92,34_16ecb.xml,34_16ecb.xml,0,1,Barack Obama,choice,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['PROPN', 'PROPN']","['PERSON', 'PERSON']",['NOUN'],[''],0,0,1,0,0,1,0,0,0,1
1,0,0,34,86,92,1,2.6043840989586897e-05,34_86,34_92,34_16ecb.xml,34_16ecb.xml,0,1,Dr. Sanjay Gupta,choice,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['PROPN', 'PROPN', 'PROPN']","['', 'PERSON', 'PERSON']",['NOUN'],[''],0,0,1,0,0,1,0,0,0,1
0,0,0,34,87,92,0,0.0002783943491522,34_87,34_92,34_16ecb.xml,34_16ecb.xml,0,1,U.S. surgeon general,choice,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['PROPN', 'NOUN', 'NOUN']","['GPE', '', '']",['NOUN'],[''],0,0,1,0,0,1,0,0,0,1
0,0,0,34,88,92,0,0.0007904513622634,34_88,34_92,34_16ecb.xml,34_16ecb.xml,0,1,Democrat,choice,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,['PROPN'],['NORP'],['NOUN'],[''],0,0,1,0,0,1,0,0,0,1
0,0,0,34,89,92,0,0.0025508324615657,34_89,34_92,34_16ecb.xml,34_16ecb.xml,0,1,on Tuesday,choice,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['ADP', 'PROPN']","['', 'DATE']",['NOUN'],[''],0,0,1,0,0,1,0,0,0,1
1,0,0,34,90,92,1,4.125690975342877e-05,34_90,34_92,34_16ecb.xml,34_16ecb.xml,1,1,Gupta,choice,"[' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,['PROPN'],['PERSON'],['NOUN'],[''],0,0,1,0,0,1,0,0,0,1
0,0,0,34,91,92,0,0.0002761673822533,34_91,34_92,34_16ecb.xml,34_16ecb.xml,1,1,Obama team,choice,"[' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['PROPN', 'NOUN']","['ORG', '']",['NOUN'],[''],0,0,1,0,0,1,0,0,0,1
0,0,0,34,85,93,0,0.0001492633018642,34_85,34_93,34_16ecb.xml,34_16ecb.xml,0,1,Barack Obama,TV,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['PROPN', 'PROPN']","['PERSON', 'PERSON']",['NOUN'],[''],0,0,1,0,0,1,0,0,0,1
0,0,0,34,86,93,0,0.0005928396130912,34_86,34_93,34_16ecb.xml,34_16ecb.xml,0,1,Dr. Sanjay Gupta,TV,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['PROPN', 'PROPN', 'PROPN']","['', 'PERSON', 'PERSON']",['NOUN'],[''],0,0,1,0,0,1,0,0,0,1
0,0,0,34,87,93,0,5.356514157028869e-05,34_87,34_93,34_16ecb.xml,34_16ecb.xml,0,1,U.S. surgeon general,TV,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['PROPN', 'NOUN', 'NOUN']","['GPE', '', '']",['NOUN'],[''],0,0,1,0,0,1,0,0,0,1
0,0,0,34,88,93,0,1.2392773896863218e-05,34_88,34_93,34_16ecb.xml,34_16ecb.xml,0,1,Democrat,TV,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,['PROPN'],['NORP'],['NOUN'],[''],0,0,1,0,0,1,0,0,0,1
0,0,0,34,89,93,0,0.0005256108706817,34_89,34_93,34_16ecb.xml,34_16ecb.xml,0,1,on Tuesday,TV,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['ADP', 'PROPN']","['', 'DATE']",['NOUN'],[''],0,0,1,0,0,1,0,0,0,1
0,0,0,34,90,93,0,0.0015507384669035,34_90,34_93,34_16ecb.xml,34_16ecb.xml,1,1,Gupta,TV,"[' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,['PROPN'],['PERSON'],['NOUN'],[''],0,0,1,0,0,1,0,0,0,1
0,0,0,34,91,93,0,0.0011489284224808,34_91,34_93,34_16ecb.xml,34_16ecb.xml,1,1,Obama team,TV,"[' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['PROPN', 'NOUN']","['ORG', '']",['NOUN'],[''],0,0,1,0,0,1,0,0,0,1
0,0,0,34,92,93,0,7.611599812662462e-06,34_92,34_93,34_16ecb.xml,34_16ecb.xml,1,1,choice,TV,"[' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,['NOUN'],[''],['NOUN'],[''],0,0,0,0,0,0,1,0,0,1
0,0,0,34,85,94,0,6.601122004212812e-05,34_85,34_94,34_16ecb.xml,34_16ecb.xml,0,1,Barack Obama,personality,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['PROPN', 'PROPN']","['PERSON', 'PERSON']",['NOUN'],[''],0,0,1,0,0,1,0,0,0,1
1,0,0,34,86,94,1,0.0004655273514799,34_86,34_94,34_16ecb.xml,34_16ecb.xml,0,1,Dr. Sanjay Gupta,personality,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['PROPN', 'PROPN', 'PROPN']","['', 'PERSON', 'PERSON']",['NOUN'],[''],0,0,1,0,0,1,0,0,0,1
0,0,0,34,87,94,0,0.0001463418157072,34_87,34_94,34_16ecb.xml,34_16ecb.xml,0,1,U.S. surgeon general,personality,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['PROPN', 'NOUN', 'NOUN']","['GPE', '', '']",['NOUN'],[''],0,0,1,0,0,1,0,0,0,1
0,0,0,34,88,94,0,3.302850018371828e-05,34_88,34_94,34_16ecb.xml,34_16ecb.xml,0,1,Democrat,personality,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,['PROPN'],['NORP'],['NOUN'],[''],0,0,1,0,0,1,0,0,0,1
0,0,0,34,89,94,0,0.0002261877234559,34_89,34_94,34_16ecb.xml,34_16ecb.xml,0,1,on Tuesday,personality,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['ADP', 'PROPN']","['', 'DATE']",['NOUN'],[''],0,0,1,0,0,1,0,0,0,1
1,0,0,34,90,94,1,0.0156379751861095,34_90,34_94,34_16ecb.xml,34_16ecb.xml,1,1,Gupta,personality,"[' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,['PROPN'],['PERSON'],['NOUN'],[''],0,0,1,0,0,1,0,0,0,1
0,0,0,34,91,94,0,9.638637857278808e-05,34_91,34_94,34_16ecb.xml,34_16ecb.xml,1,1,Obama team,personality,"[' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['PROPN', 'NOUN']","['ORG', '']",['NOUN'],[''],0,0,1,0,0,1,0,0,0,1
1,0,0,34,92,94,1,0.0001520046207588,34_92,34_94,34_16ecb.xml,34_16ecb.xml,1,1,choice,personality,"[' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,['NOUN'],[''],['NOUN'],[''],0,0,0,0,0,0,1,0,0,1
0,0,0,34,93,94,0,0.0003123140486422,34_93,34_94,34_16ecb.xml,34_16ecb.xml,1,1,TV,personality,"[' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,['NOUN'],[''],['NOUN'],[''],0,0,0,0,0,0,1,0,0,1
0,0,0,34,85,95,0,0.000819046574179,34_85,34_95,34_16ecb.xml,34_16ecb.xml,0,1,Barack Obama,America 's top doctor,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['PROPN', 'PROPN']","['PERSON', 'PERSON']","['PROPN', 'PART', 'ADJ', 'NOUN']","['GPE', '', '', '']",0,0,1,1,0,1,0,0,1,0
0,0,0,34,86,95,0,0.0004464355297386,34_86,34_95,34_16ecb.xml,34_16ecb.xml,0,1,Dr. Sanjay Gupta,America 's top doctor,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['PROPN', 'PROPN', 'PROPN']","['', 'PERSON', 'PERSON']","['PROPN', 'PART', 'ADJ', 'NOUN']","['GPE', '', '', '']",0,0,1,1,0,1,0,0,1,0
1,0,0,34,87,95,1,0.0042890552431344,34_87,34_95,34_16ecb.xml,34_16ecb.xml,0,1,U.S. surgeon general,America 's top doctor,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['PROPN', 'NOUN', 'NOUN']","['GPE', '', '']","['PROPN', 'PART', 'ADJ', 'NOUN']","['GPE', '', '', '']",0,0,1,1,0,1,0,0,1,0
0,0,0,34,88,95,0,0.000150657739141,34_88,34_95,34_16ecb.xml,34_16ecb.xml,0,1,Democrat,America 's top doctor,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,['PROPN'],['NORP'],"['PROPN', 'PART', 'ADJ', 'NOUN']","['GPE', '', '', '']",0,0,1,1,0,1,0,0,1,0
0,0,0,34,89,95,0,0.000732549757231,34_89,34_95,34_16ecb.xml,34_16ecb.xml,0,1,on Tuesday,America 's top doctor,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['ADP', 'PROPN']","['', 'DATE']","['PROPN', 'PART', 'ADJ', 'NOUN']","['GPE', '', '', '']",0,0,1,1,0,1,0,0,1,0
0,0,0,34,90,95,0,0.0016096353065222,34_90,34_95,34_16ecb.xml,34_16ecb.xml,1,1,Gupta,America 's top doctor,"[' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,['PROPN'],['PERSON'],"['PROPN', 'PART', 'ADJ', 'NOUN']","['GPE', '', '', '']",0,0,1,1,0,1,0,0,1,0
0,0,0,34,91,95,0,0.0018726885318756,34_91,34_95,34_16ecb.xml,34_16ecb.xml,1,1,Obama team,America 's top doctor,"[' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['PROPN', 'NOUN']","['ORG', '']","['PROPN', 'PART', 'ADJ', 'NOUN']","['GPE', '', '', '']",0,0,1,1,0,1,0,0,1,0
0,0,0,34,92,95,0,8.626471390016377e-05,34_92,34_95,34_16ecb.xml,34_16ecb.xml,1,1,choice,America 's top doctor,"[' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,['NOUN'],[''],"['PROPN', 'PART', 'ADJ', 'NOUN']","['GPE', '', '', '']",0,0,0,1,0,0,1,0,1,0
0,0,0,34,93,95,0,0.0002386204141657,34_93,34_95,34_16ecb.xml,34_16ecb.xml,1,1,TV,America 's top doctor,"[' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,['NOUN'],[''],"['PROPN', 'PART', 'ADJ', 'NOUN']","['GPE', '', '', '']",0,0,0,1,0,0,1,0,1,0
0,0,0,34,94,95,0,0.0003034671535715,34_94,34_95,34_16ecb.xml,34_16ecb.xml,1,1,personality,America 's top doctor,"[' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,['NOUN'],[''],"['PROPN', 'PART', 'ADJ', 'NOUN']","['GPE', '', '', '']",0,0,0,1,0,0,1,0,1,0
0,0,0,34,85,96,0,0.0028030122630298,34_85,34_96,34_16ecb.xml,34_16ecb.xml,0,1,Barack Obama,Democrat,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['PROPN', 'PROPN']","['PERSON', 'PERSON']",['PROPN'],['NORP'],0,0,1,1,0,1,0,0,1,0
0,0,0,34,86,96,0,0.0003955623542424,34_86,34_96,34_16ecb.xml,34_16ecb.xml,0,1,Dr. Sanjay Gupta,Democrat,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['PROPN', 'PROPN', 'PROPN']","['', 'PERSON', 'PERSON']",['PROPN'],['NORP'],0,0,1,1,0,1,0,0,1,0
0,0,0,34,87,96,0,0.0001956371997948,34_87,34_96,34_16ecb.xml,34_16ecb.xml,0,1,U.S. surgeon general,Democrat,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['PROPN', 'NOUN', 'NOUN']","['GPE', '', '']",['PROPN'],['NORP'],0,0,1,1,0,1,0,0,1,0
1,1,1,34,88,96,1,0.969862461090088,34_88,34_96,34_16ecb.xml,34_16ecb.xml,0,1,Democrat,Democrat,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",1,['PROPN'],['NORP'],['PROPN'],['NORP'],0,0,1,1,0,1,0,0,1,0
0,0,0,34,89,96,0,0.0124707231298089,34_89,34_96,34_16ecb.xml,34_16ecb.xml,0,1,on Tuesday,Democrat,"['President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general, a senior Democrat said on Tuesday. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['ADP', 'PROPN']","['', 'DATE']",['PROPN'],['NORP'],0,0,1,1,0,1,0,0,1,0
0,0,0,34,90,96,0,0.0011405976256355,34_90,34_96,34_16ecb.xml,34_16ecb.xml,1,1,Gupta,Democrat,"[' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,['PROPN'],['PERSON'],['PROPN'],['NORP'],0,0,1,1,0,1,0,0,1,0
0,0,0,34,91,96,0,0.0014466115972027,34_91,34_96,34_16ecb.xml,34_16ecb.xml,1,1,Obama team,Democrat,"[' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,"['PROPN', 'NOUN']","['ORG', '']",['PROPN'],['NORP'],0,0,1,1,0,1,0,0,1,0
0,0,0,34,92,96,0,0.0026221890002489,34_92,34_96,34_16ecb.xml,34_16ecb.xml,1,1,choice,Democrat,"[' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,['NOUN'],[''],['PROPN'],['NORP'],0,0,0,1,0,0,1,0,1,0
0,0,0,34,93,96,0,3.171952994307503e-05,34_93,34_96,34_16ecb.xml,34_16ecb.xml,1,1,TV,Democrat,"[' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ', ' Gupta has been ""the Obama team\'s first choice"" for the job, which would make the TV personality America\'s top doctor, said the Democrat who is familiar with efforts by Obama to staff his pending administration. ']",0,['NOUN'],[''],['PROPN'],['NORP'],0,0,0,1,0,0,1,0,1,0
